Name,Image,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Version,Catalog,Filename,Internal ID,Unique Entry ID,category
Genji's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlRbt08.png,1000,250,White,Brown,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlRbt08,10469,fMsQxgbfPwD43s8j6,posters
Gigi's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlFlg16.png,1000,250,Purple,Black,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlFlg16,10657,z6HWKytucT8RBny2S,posters
Gladys's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlOst01.png,1000,250,Black,Red,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlOst01,10422,fZsAotKPAiq3s8CyY,posters
Gloria's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDuk15.png,1000,250,Purple,Black,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlDuk15,10586,vABPw4w3gtosGofsb,posters
Goldie's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDog00.png,1000,250,Yellow,Brown,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlDog00,10523,6joFrAvxYe2TP6mMu,posters
Gonzo's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlKal04.png,1000,250,Gray,Brown,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlKal04,10643,SnFZm46JXpmXvBLxB,posters
Goose's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlChn00.png,1000,250,White,Green,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlChn00,10694,fSckhCuP8uD8X2STZ,posters
Gracie's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpGrf.png,1000,250,Blue,Green,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",1.0.0,For sale,PosterNpcSpGrf,10518,t4J7Xm9f6hF3pTQqy,posters
Graham's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlHam02.png,1000,250,Yellow,Black,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlHam02,10529,fREmTL9CRpggrRWj6,posters
Grams's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpKpg.png,1000,250,Green,Blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",1.0.0,For sale,PosterNpcSpKpg,10436,aggbrSpzGBPoiLHmB,posters
Greta's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlMus16.png,1000,250,Beige,Black,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlMus16,10470,YANGzo2FSNuKcSQSR,posters
Grizzly's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlBea09.png,1000,250,Black,Red,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlBea09,10806,DvhjJCJdQqyhfh5tp,posters
Groucho's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlBea06.png,1000,250,Blue,Black,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlBea06,10380,dgztdN3egmnWSBLHZ,posters
Gruff's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlGoa04.png,1000,250,Green,Black,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlGoa04,10678,qDhcumxg5aKZtJGYX,posters
Gulliver's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpGul.png,1000,250,White,Blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcSpGul,10521,tK8BZwPuX6kK9ahM2,posters
Gwen's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlPgn05.png,1000,250,Purple,Green,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlPgn05,10355,vFkmrjEsPRLXSBhoB,posters
Hamlet's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlHam00.png,1000,250,Orange,Light blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlHam00,10492,PHQtpu28bZDRwBDem,posters
Hamphrey's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlHam07.png,1000,250,Black,Red,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlHam07,10423,PCqd56FbktaoxvdCg,posters
Hans's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlGor10.png,1000,250,Light blue,Blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlGor10,10460,To3etNrQ66SeLdGsh,posters
Harriet's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpPoo.png,1000,250,Pink,Beige,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",1.0.0,For sale,PosterNpcSpPoo,10787,5rRqR67vrGQNbCB2Z,posters
Harry's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlHip08.png,1000,250,Yellow,Black,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlHip08,10353,8xncZd9cASERiBkoQ,posters
Hazel's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlSqu18.png,1000,250,Orange,Red,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlSqu18,10466,GY2G9ZAupjDsGh9ny,posters
Hello Kitty poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlGor11.png,1000,250,Red,Colorful,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlGor11,11121,JLBPLz28yBaZibFnP,posters
Henry's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlFlg19.png,1000,250,Green,Beige,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlFlg19,10321,PxJd3Np97eRxSi4cw,posters
Hippeux's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlHip09.png,1000,250,Yellow,Orange,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlHip09,10588,r8HHxXv35HYJZLgBX,posters
Hopkins's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlRbt14.png,1000,250,Light blue,Yellow,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlRbt14,10604,vwubp2G98EwG9wQn5,posters
Hopper's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlPgn03.png,1000,250,Black,Yellow,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlPgn03,10408,Wr67dnC9ES4CBQWsg,posters
Hornsby's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlRhn04.png,1000,250,Blue,Green,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlRhn04,10608,SotA8rs7xafgCN9GC,posters
Huck's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlFlg11.png,1000,250,Gray,Red,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlFlg11,10611,WyWCjNW35s8sfGCmG,posters
Hugh's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlPig03.png,1000,250,Blue,Green,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlPig03,10407,nBHB3KxJo2M7rvvpa,posters
Iggly's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlPgn11.png,1000,250,White,Red,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlPgn11,10602,jXmkSynB9wbbLAGeN,posters
Ike's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlBea11.png,1000,250,Brown,Gray,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlBea11,10650,BvyHkZkFkZQBXo6hP,posters
Isabelle's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpSza.png,1000,250,Yellow,Green,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcSpSza,10312,JZskBPpfNn2j8Y4ez,posters
Jack's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpPkn.png,1000,250,Orange,Black,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",1.0.0,For sale,PosterNpcSpPkn,10346,eHe9eJNzzhnz8qM7E,posters
Jacob's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlBrd11.png,1000,250,Purple,Black,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlBrd11,10813,kLbJPxa42uuBeWkEh,posters
Jacques's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlBrd16.png,1000,250,Green,Pink,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlBrd16,10804,tLzEPfsxDk4GdPCXn,posters
Jambette's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlFlg13.png,1000,250,Blue,Green,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlFlg13,10617,C6J6e7YNdwnWm2xQD,posters
Jay's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlBrd00.png,1000,250,Blue,Orange,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlBrd00,10404,S5uNxrc9PWrQSGGM9,posters
Jeremiah's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlFlg07.png,1000,250,Brown,Colorful,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlFlg07,10688,492Z37sKbLhpW3E2Q,posters
Jingle's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpRei.png,1000,250,Green,Light blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",1.0.0,For sale,PosterNpcSpRei,10439,i82Sovcj8NNADYKFQ,posters
Jitters's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlBrd04.png,1000,250,Brown,Blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlBrd04,10818,ntewDyTP3NHyPBpky,posters
Joan's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpBoa.png,1000,250,Yellow,Light blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",1.0.0,For sale,PosterNpcSpBoa,10430,STBLD9MdjEcDLEtQA,posters
Joey's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDuk01.png,1000,250,Pink,Purple,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlDuk01,10483,9wGk3RWRqvbADAThJ,posters
Judy's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCbr19.png,1000,250,Blue,Green,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlCbr19,10858,BSZxPAtc9wijEHjY3,posters
Julia's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlOst05.png,1000,250,Light blue,Red,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlOst05,10630,xTdmhyg8DfCRFE3Gt,posters
Julian's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlHrs13.png,1000,250,Brown,Red,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlHrs13,10402,H67skvQkXRDP6ysBQ,posters
June's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCbr13.png,1000,250,White,Black,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlCbr13,10605,8PepBgrbB9RE592ey,posters
K.K.'s poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpTkkA.png,1000,250,White,Colorful,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcSpTkkA,10331,2uh73fgYt64x8qHcf,posters
Kabuki's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCat09.png,1000,250,Green,Blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlCat09,10817,ka78h2ybyfwgzorrY,posters
Kapp'n's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpKpp.png,1000,250,Yellow,Light blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",1.0.0,For sale,PosterNpcSpKpp,10354,jsRtBGxBgxxkZgfS6,posters
Katie's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpLom.png,1000,250,Black,Light blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",1.0.0,For sale,PosterNpcSpLom,10337,PjrtRLSi74NhGXivc,posters
Katrina's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpBpt.png,1000,250,Brown,Black,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",1.0.0,For sale,PosterNpcSpBpt,10517,oYNatxRpaQL2NcDZJ,posters
Katt's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCat21.png,1000,250,Light blue,Yellow,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlCat21,10528,XwMjDn6KyDjrLwk2b,posters
Keaton's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlPbr08.png,1000,250,Blue,Black,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlPbr08,10421,TWDjx79bak89KucSR,posters
Ken's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlChn13.png,1000,250,Green,Light blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlChn13,10445,5mPnzbgfKfeC8aWbN,posters
Kerokerokeroppi poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlRbt20.png,1000,250,Red,Yellow,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlRbt20,11126,nDtn6gnAxCiP8eLC8,posters
Ketchup's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDuk13.png,1000,250,Brown,Black,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlDuk13,10616,uEKpxhL4J8JTxxvZo,posters
Kevin's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlPig15.png,1000,250,Black,Beige,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlPig15,10585,zpvLH5kgqZHDF8rP4,posters
Kicks's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpSkk.png,1000,250,Red,Yellow,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcSpSkk,10332,L7pqyXuw7FQJqKE6B,posters
Kid Cat's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCat10.png,1000,250,Purple,Gray,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlCat10,10779,uRRKypDsFvkrGterg,posters
Kidd's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlGoa07.png,1000,250,Colorful,White,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlGoa07,10364,sYX45oaDEBt2sPDgQ,posters
Kiki & Lala poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlShp14.png,1000,250,Black,Green,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlShp14,11123,wCjEFxMEQM2zNicuu,posters
Kiki's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCat04.png,1000,250,Green,Purple,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlCat04,10816,Dk5BzAKu8N9LQnYkZ,posters
Kitt's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlKgr00.png,1000,250,Beige,Blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlKgr00,10357,NovHZTsrhXq6MKxZP,posters
Kitty's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCat14.png,1000,250,Gray,Red,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlCat14,10395,2ghKna6PJ3mLc5G6J,posters
Klaus's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlBea14.png,1000,250,Yellow,Red,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlBea14,10790,wgdvS7m85WBiRGYxC,posters
Knox's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlChn11.png,1000,250,Light blue,Brown,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlChn11,10664,iqCi67XSDF7jsbh9n,posters
Kody's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCbr04.png,1000,250,Beige,Black,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlCbr04,10442,M8dvRxXvbF4pwG6K5,posters
Kyle's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlWol10.png,1000,250,Purple,Beige,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlWol10,10579,7tsLLFWjXFSEiZKNj,posters
Label's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpHgc.png,1000,250,Beige,Green,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcSpHgc,10333,bouR8wqhxWdWxcozP,posters
Leif's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpSlo.png,1000,250,Green,Blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",1.0.0,For sale,PosterNpcSpSlo,10433,479Jpj2rKt3krSWKr,posters
Leila's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpKps.png,1000,250,Green,Blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",1.0.0,For sale,PosterNpcSpKps,10340,T8K5ssfqGcMFeK4jD,posters
Leilani's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpKpm.png,1000,250,Orange,Black,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",1.0.0,For sale,PosterNpcSpKpm,10519,mD9exPhssPLzi9LMy,posters
Leonardo's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlTig04.png,1000,250,Green,Beige,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlTig04,10560,W8XgJpunYdkimw3iY,posters
Leopold's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlLon04.png,1000,250,Light blue,White,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlLon04,10638,T6mqtmyyx8dfkaEPi,posters
Lily's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlFlg00.png,1000,250,Orange,Beige,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlFlg00,10440,qNPEPEhfRWjR9JGaH,posters
Limberg's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlMus01.png,1000,250,Brown,Black,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlMus01,10669,aTKk5z6FNKmKcteHm,posters
Lionel's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlLon08.png,1000,250,Purple,Gray,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlLon08,10684,h2eipZxGcXQMGcute,posters
Lobo's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlWol01.png,1000,250,Light blue,Red,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlWol01,10587,JsHp9N7tK7EYew9cY,posters
Lolly's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCat18.png,1000,250,Beige,Red,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlCat18,10539,DCjmNrKoSdezosC7L,posters
Lopez's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDer05.png,1000,250,Pink,Colorful,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlDer05,10606,c2T2ffzJiDzkDDgkX,posters
Lottie's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpOtg.png,1000,250,Brown,Black,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",1.0.0,For sale,PosterNpcSpOtg,10773,NeBr9m39gZWTE67ip,posters
Louie's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlGor04.png,1000,250,Red,Black,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlGor04,10631,YGocvEr5xSrwEyyBr,posters
