Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Version,Style,Label Themes,Catalog,Primary Shape,Secondary Shape,Filename,Internal ID,Unique Entry ID,category
mage's robe,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLWitch1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLWitch1.png,Blue,No,4000,1000,Blue,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,fairy tale; goth,For sale,A-long,L,TopsTexOnepieceAlongLWitch1,8686,DiWv9cKqHqZ56M7mQ,dresses
mage's robe,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLWitch2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLWitch2.png,White,No,4000,1000,White,Gray,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,fairy tale; goth,For sale,A-long,L,TopsTexOnepieceAlongLWitch2,8687,tvFLufLF2zWdjheHR,dresses
mage's robe,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLWitch3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLWitch3.png,Red,No,4000,1000,Red,Red,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,fairy tale; goth,For sale,A-long,L,TopsTexOnepieceAlongLWitch3,8688,FHh7m4ZypANLjSdbQ,dresses
magical dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHMagical0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHMagical0.png,Pink,No,3180,795,Pink,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; theatrical,For sale,Balloon,H,TopsTexOnepieceBalloonHMagical0,4332,dekPjoeMCwfsenYyC,dresses
magical dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHMagical1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHMagical1.png,Yellow,No,3180,795,Yellow,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; theatrical,For sale,Balloon,H,TopsTexOnepieceBalloonHMagical1,8692,JBkz46v5DQvstthiP,dresses
magical dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHMagical2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHMagical2.png,Green,No,3180,795,Green,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; theatrical,For sale,Balloon,H,TopsTexOnepieceBalloonHMagical2,8693,b4ipAuYxn5gbFLzsh,dresses
magical dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHMagical3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHMagical3.png,Blue,No,3180,795,Blue,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; theatrical,For sale,Balloon,H,TopsTexOnepieceBalloonHMagical3,8694,Btsjhvg2PYCfYKYxS,dresses
magical dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHMagical4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHMagical4.png,Red,No,3180,795,Red,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; theatrical,For sale,Balloon,H,TopsTexOnepieceBalloonHMagical4,8695,G9LgQDtBWTyfM6Evh,dresses
magical dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHMagical5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHMagical5.png,Purple,No,3180,795,Purple,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; theatrical,For sale,Balloon,H,TopsTexOnepieceBalloonHMagical5,8696,L8DZpgbiKS4yuoCJm,dresses
magical dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHMagical6.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHMagical6.png,Black,No,3180,795,Black,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; theatrical,For sale,Balloon,H,TopsTexOnepieceBalloonHMagical6,8697,nne2FnotGSuXowGG8,dresses
magical dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHMagical7.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHMagical7.png,Light blue,No,3180,795,Light blue,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; theatrical,For sale,Balloon,H,TopsTexOnepieceBalloonHMagical7,8698,25aDALwaeRWazmfLi,dresses
maid dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHMaid0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHMaid0.png,Black,No,2320,580,Black,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; formal; theatrical; work,For sale,Balloon,H,TopsTexOnepieceBalloonHMaid0,3138,opsgnAYr7BWuPmnvP,dresses
maid dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHMaid1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHMaid1.png,Green,No,2320,580,Green,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; formal; theatrical; work,For sale,Balloon,H,TopsTexOnepieceBalloonHMaid1,8256,J7pP8mhkogduciE9S,dresses
maid dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHMaid2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHMaid2.png,Red,No,2320,580,Red,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; formal; theatrical; work,For sale,Balloon,H,TopsTexOnepieceBalloonHMaid2,8257,FED5piTDHkEZJKfvj,dresses
maid dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHMaid3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHMaid3.png,Brown,No,2320,580,Brown,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; formal; theatrical; work,For sale,Balloon,H,TopsTexOnepieceBalloonHMaid3,8258,L99wRh27xHSrFfXpr,dresses
maid dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHMaid4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHMaid4.png,Mint,No,2320,580,Light blue,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; formal; theatrical; work,For sale,Balloon,H,TopsTexOnepieceBalloonHMaid4,8259,wJjDaTnbkwFndZ33r,dresses
maid dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHMaid5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHMaid5.png,Pink,No,2320,580,Pink,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; formal; theatrical; work,For sale,Balloon,H,TopsTexOnepieceBalloonHMaid5,8260,PPmKnfiZagY2CZhuc,dresses
maid dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHMaid6.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHMaid6.png,Purple,No,2320,580,Purple,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; formal; theatrical; work,For sale,Balloon,H,TopsTexOnepieceBalloonHMaid6,8261,29KuwjqwwDkySSbZb,dresses
maid dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHMaid7.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHMaid7.png,Yellow,No,2320,580,Yellow,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; formal; theatrical; work,For sale,Balloon,H,TopsTexOnepieceBalloonHMaid7,8262,r6GD27abYW7peC2BY,dresses
marble-dots dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNMarbledot0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNMarbledot0.png,Black,No,1500,375,Black,Colorful,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,everyday; fairy tale; vacation,For sale,A-line,N,TopsTexOnepieceAlineNMarbledot0,8187,xohNztJMb4ayQ3dAF,dresses
marble-dots dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNMarbledot1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNMarbledot1.png,White,No,1500,375,White,Colorful,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,everyday; fairy tale; vacation,For sale,A-line,N,TopsTexOnepieceAlineNMarbledot1,8295,cjRfpfLu7smunSHFE,dresses
marble-print dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLMarble0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLMarble0.png,Blue,No,1500,375,Blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,party,For sale,Box,L,TopsTexOnepieceBoxLMarble0,4655,okcLKxrRcQuenTaEP,dresses
marble-print dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLMarble1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLMarble1.png,Pink,No,1500,375,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,party,For sale,Box,L,TopsTexOnepieceBoxLMarble1,7926,DN36kJxQTjhHLDrQg,dresses
marble-print dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLMarble2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLMarble2.png,Green,No,1500,375,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,party,For sale,Box,L,TopsTexOnepieceBoxLMarble2,7927,AuHXDegW9WiCNhoHL,dresses
marble-print dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLMarble3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLMarble3.png,Orange,No,1500,375,Orange,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,party,For sale,Box,L,TopsTexOnepieceBoxLMarble3,7928,2WzYimKaSgLB9ukxD,dresses
marble-print dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLMarble4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLMarble4.png,Purple,No,1500,375,Purple,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,party,For sale,Box,L,TopsTexOnepieceBoxLMarble4,7929,6x8QQugkZA688onnL,dresses
mariachi clothing,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLMariachi0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLMariachi0.png,Navy blue,No,2520,630,Blue,Red,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,formal; party; theatrical,For sale,Overall,L,TopsTexOnepieceOverallLMariachi0,4653,XAcKC4pz5YukXWx7f,dresses
mariachi clothing,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLMariachi1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLMariachi1.png,Green,No,2520,630,Green,Orange,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,formal; party; theatrical,For sale,Overall,L,TopsTexOnepieceOverallLMariachi1,8164,ivGMt6K4YMPdoT4Lk,dresses
mariachi clothing,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLMariachi2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLMariachi2.png,Beige,No,2520,630,Beige,Brown,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,formal; party; theatrical,For sale,Overall,L,TopsTexOnepieceOverallLMariachi2,8165,eZ5SS7mHGNh2ZTkZd,dresses
mariachi clothing,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLMariachi3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLMariachi3.png,Red,No,2520,630,Red,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,formal; party; theatrical,For sale,Overall,L,TopsTexOnepieceOverallLMariachi3,8166,fCeS9kcr2wm9CtdZh,dresses
mariachi clothing,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLMariachi4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLMariachi4.png,Blue,No,2520,630,Blue,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,formal; party; theatrical,For sale,Overall,L,TopsTexOnepieceOverallLMariachi4,8167,deYnW8L9jPKMFKZz2,dresses
mariachi clothing,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLMariachi5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLMariachi5.png,Orange,No,2520,630,Orange,Blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,formal; party; theatrical,For sale,Overall,L,TopsTexOnepieceOverallLMariachi5,8168,oAPyFhNRiTCRpAvRT,dresses
maxi shirtdress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBlongLShirt0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongLShirt0.png,Yellow,No,2000,500,Yellow,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; comfy,For sale,B-long,L,TopsTexOnepieceBlongLShirt0,4520,YPw4YpsNHHbxnPaCE,dresses
maxi shirtdress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBlongLShirt1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongLShirt1.png,Red,No,2000,500,Red,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; comfy,For sale,B-long,L,TopsTexOnepieceBlongLShirt1,8957,yDjGf96jFz2so3TPa,dresses
maxi shirtdress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBlongLShirt2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongLShirt2.png,Green,No,2000,500,Green,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; comfy,For sale,B-long,L,TopsTexOnepieceBlongLShirt2,8958,HYLavQz68WzxfQKdB,dresses
maxi shirtdress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBlongLShirt3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongLShirt3.png,Light blue,No,2000,500,Light blue,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; comfy,For sale,B-long,L,TopsTexOnepieceBlongLShirt3,8959,ESxKoZscuTsiH6WyL,dresses
maxi shirtdress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBlongLShirt4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongLShirt4.png,White,No,2000,500,Beige,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; comfy,For sale,B-long,L,TopsTexOnepieceBlongLShirt4,8960,5JF4Y3A48jFKh8doW,dresses
maxi shirtdress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBlongLShirt5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongLShirt5.png,Pink,No,2000,500,Pink,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; comfy,For sale,B-long,L,TopsTexOnepieceBlongLShirt5,8961,AjiN56SwoCqHkHZsZ,dresses
miko attire,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLMiko0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLMiko0.png,Vermilion,No,2240,560,Red,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,work,For sale,Kimono,L,TopsTexOnepieceKimonoLMiko0,4292,NjHTjzaiHdqoXogAH,dresses
miko attire,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLMiko1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLMiko1.png,Aqua,No,2240,560,Light blue,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,work,For sale,Kimono,L,TopsTexOnepieceKimonoLMiko1,8981,hAij9g8M4euTjrbnb,dresses
milkmaid dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceDressHHolland0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceDressHHolland0.png,Red,No,2520,630,Black,Red,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,everyday; formal,For sale,Dress,H,TopsTexOnepieceDressHHolland0,3614,uXEKnw59jPiZGZ4gp,dresses
milkmaid dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceDressHHolland1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceDressHHolland1.png,Green,No,2520,630,Black,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,everyday; formal,For sale,Dress,H,TopsTexOnepieceDressHHolland1,8157,if6SBvXZQW5SS2R26,dresses
milkmaid dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceDressHHolland2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceDressHHolland2.png,Blue,No,2520,630,Black,Blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,everyday; formal,For sale,Dress,H,TopsTexOnepieceDressHHolland2,8158,7wCbihbHHdoT74igZ,dresses
moldy dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLMold.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLMold.png,Beige,No,NFS,10,Beige,Beige,1x1,Recycle bin,,1.0.0,Simple,goth,Not for sale,A-line,L,TopsTexOnepieceAlineLMold,3576,B6TTpjT9YNZameCnb,dresses
morning-glory yukata,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLAsagao0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLAsagao0.png,Aqua,No,2280,570,Light blue,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,fairy tale; comfy; vacation,For sale,Kimono,L,TopsTexOnepieceKimonoLAsagao0,5823,ovPnm94CF9eyEEYD9,dresses
morning-glory yukata,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLAsagao1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLAsagao1.png,White,No,2280,570,White,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,fairy tale; comfy; vacation,For sale,Kimono,L,TopsTexOnepieceKimonoLAsagao1,8999,gktQnAHZcNrRjf5v6,dresses
morning-glory yukata,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLAsagao2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLAsagao2.png,Pale green,No,2280,570,Light blue,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,fairy tale; comfy; vacation,For sale,Kimono,L,TopsTexOnepieceKimonoLAsagao2,9000,utevZQTHvWZBd5i78,dresses
morning-glory yukata,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLAsagao3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLAsagao3.png,Dark blue,No,2280,570,Blue,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,fairy tale; comfy; vacation,For sale,Kimono,L,TopsTexOnepieceKimonoLAsagao3,9001,EHEshJiageFZtpix7,dresses
mummy outfit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLMummyWhite.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLMummyWhite.png,White,No,700,175,White,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,fairy tale; goth,For sale,Overall,L,TopsTexOnepieceOverallLMummyWhite,3607,9zaYNEyjkhB5ChXMy,dresses
mysterious dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLGothic0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLGothic0.png,Purple,No,3120,780,Purple,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,goth; party,For sale,A-long,L,TopsTexOnepieceAlongLGothic0,3573,AcckzAPyQK4WKneWr,dresses
mysterious dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLGothic1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLGothic1.png,Black,No,3120,780,Black,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,goth; party,For sale,A-long,L,TopsTexOnepieceAlongLGothic1,8689,EzGa33HsPQNrmHium,dresses
mysterious dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLGothic2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLGothic2.png,Red,No,3120,780,Red,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,goth; party,For sale,A-long,L,TopsTexOnepieceAlongLGothic2,8690,jSJzGQixbbwo2wWfQ,dresses
nightgown,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongHNegligee0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongHNegligee0.png,Blue,No,2100,525,Light blue,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,fairy tale; comfy,For sale,A-long,H,TopsTexOnepieceAlongHNegligee0,4248,byuqvWe9CiMKxn5ay,dresses
nightgown,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongHNegligee1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongHNegligee1.png,Pink,No,2100,525,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,fairy tale; comfy,For sale,A-long,H,TopsTexOnepieceAlongHNegligee1,8137,G6cSQ93y2DfsmsH6X,dresses
nightgown,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongHNegligee2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongHNegligee2.png,Purple,No,2100,525,Purple,Purple,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,fairy tale; comfy,For sale,A-long,H,TopsTexOnepieceAlongHNegligee2,11935,pbfzdWPFvKP5zGnWA,dresses
nightgown,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongHNegligee3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongHNegligee3.png,Beige,No,2100,525,Beige,Beige,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,fairy tale; comfy,For sale,A-long,H,TopsTexOnepieceAlongHNegligee3,11936,LMFakHLXNcBMMgo9G,dresses
nightgown,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongHNegligee4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongHNegligee4.png,White,No,2100,525,White,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,fairy tale; comfy,For sale,A-long,H,TopsTexOnepieceAlongHNegligee4,11937,oPw2k7S7sCe7TgAgT,dresses
ninja costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLNinja0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLNinja0.png,Dark blue,No,2240,560,Blue,Gray,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,fairy tale; theatrical; work,For sale,Overall,L,TopsTexOnepieceOverallLNinja0,3460,LZmhk7rGGAerTLhHB,dresses
ninja costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLNinja1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLNinja1.png,Gray,No,2240,560,Black,Gray,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,fairy tale; theatrical; work,For sale,Overall,L,TopsTexOnepieceOverallLNinja1,9207,L5DMqaRcGqLyfecMH,dresses
ninja costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLNinja2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLNinja2.png,Red,No,2240,560,Red,Gray,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,fairy tale; theatrical; work,For sale,Overall,L,TopsTexOnepieceOverallLNinja2,9208,yjpHb8bANNeGM89Dc,dresses
ninja costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLNinja3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLNinja3.png,Purple,No,2240,560,Purple,Gray,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,fairy tale; theatrical; work,For sale,Overall,L,TopsTexOnepieceOverallLNinja3,9209,Ak7wkzEWgnGSB87eJ,dresses
ninja costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLNinja4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLNinja4.png,Aqua,No,2240,560,Light blue,Gray,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,fairy tale; theatrical; work,For sale,Overall,L,TopsTexOnepieceOverallLNinja4,9210,x53YPySTh3B7hxBZT,dresses
ninja costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLNinja5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLNinja5.png,Green,No,2240,560,Green,Gray,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,fairy tale; theatrical; work,For sale,Overall,L,TopsTexOnepieceOverallLNinja5,9211,CgKTdtnNohXqqML5P,dresses
ninja costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLNinja6.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLNinja6.png,Yellow,No,2240,560,Yellow,Gray,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,fairy tale; theatrical; work,For sale,Overall,L,TopsTexOnepieceOverallLNinja6,9212,eyWgq5MpH3DPMxk6H,dresses
ninja costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLNinja7.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLNinja7.png,Orange,No,2240,560,Orange,Gray,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,fairy tale; theatrical; work,For sale,Overall,L,TopsTexOnepieceOverallLNinja7,9213,4oqZKviYFhx64kQBN,dresses
