Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Version,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Speaker Type,Lighting Type,Catalog,Filename,Variant ID,Internal ID,Unique Entry ID,category
matryoshka,https://acnhcdn.com/latest/FtrIcon/FtrMatryoshka_Remake_0_0.png,Red,Variation,NA,NA,Yes,Yes,No,1,NFS,600,Red,Yellow,1x1,Crafting,,1.0.0,folk art,fancy,None,None,Yes,Folk Craft Decor,Does not play music,No lighting,Not for sale,FtrMatryoshka_Remake_0_0,0_0,1652,3z54fyJ3zLqHi6AHK,miscellaneous
matryoshka,https://acnhcdn.com/latest/FtrIcon/FtrMatryoshka_Remake_1_0.png,Yellow,Variation,NA,NA,Yes,Yes,No,1,NFS,600,Yellow,White,1x1,Crafting,,1.0.0,folk art,fancy,None,None,Yes,Folk Craft Decor,Does not play music,No lighting,Not for sale,FtrMatryoshka_Remake_1_0,1_0,1652,2xXpsWapS5k9w4Swe,miscellaneous
matryoshka,https://acnhcdn.com/latest/FtrIcon/FtrMatryoshka_Remake_2_0.png,Blue,Variation,NA,NA,Yes,Yes,No,1,NFS,600,Blue,Light blue,1x1,Crafting,,1.0.0,folk art,fancy,None,None,Yes,Folk Craft Decor,Does not play music,No lighting,Not for sale,FtrMatryoshka_Remake_2_0,2_0,1652,J3y9wjPRmZLkDxd2i,miscellaneous
matryoshka,https://acnhcdn.com/latest/FtrIcon/FtrMatryoshka_Remake_3_0.png,Brown,Variation,NA,NA,Yes,Yes,No,1,NFS,600,Brown,Beige,1x1,Crafting,,1.0.0,folk art,fancy,None,None,Yes,Folk Craft Decor,Does not play music,No lighting,Not for sale,FtrMatryoshka_Remake_3_0,3_0,1652,P5aS7ieCEWfbWgmsP,miscellaneous
matryoshka,https://acnhcdn.com/latest/FtrIcon/FtrMatryoshka_Remake_4_0.png,Green,Variation,NA,NA,Yes,Yes,No,1,NFS,600,Green,Yellow,1x1,Crafting,,1.0.0,folk art,fancy,None,None,Yes,Folk Craft Decor,Does not play music,No lighting,Not for sale,FtrMatryoshka_Remake_4_0,4_0,1652,r7PyYPYEc6YRfLHN4,miscellaneous
metal can,https://acnhcdn.com/latest/FtrIcon/FtrIttocan.png,NA,NA,NA,NA,No,No,No,NA,600,150,Gray,Light blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,garage,None,None,None,No,Vehicle,Does not play music,No lighting,For sale,FtrIttocan,NA,7262,qs82ddEhZnHPBiKhA,miscellaneous
metronome,https://acnhcdn.com/latest/FtrIcon/FtrMetronome_Remake_0_0.png,Red,NA,NA,NA,No,No,No,NA,1300,325,Red,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,music,None,None,None,Yes,Musical Instrument,Does not play music,No lighting,For sale,FtrMetronome_Remake_0_0,0_0,1042,KkzpcffFjKfiejhYa,miscellaneous
metronome,https://acnhcdn.com/latest/FtrIcon/FtrMetronome_Remake_1_0.png,Cream,NA,NA,NA,No,No,No,NA,1300,325,Yellow,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,music,None,None,None,Yes,Musical Instrument,Does not play music,No lighting,For sale,FtrMetronome_Remake_1_0,1_0,1042,nSWPuKrRQstBhY8hn,miscellaneous
metronome,https://acnhcdn.com/latest/FtrIcon/FtrMetronome_Remake_2_0.png,Blue,NA,NA,NA,No,No,No,NA,1300,325,Blue,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,music,None,None,None,Yes,Musical Instrument,Does not play music,No lighting,For sale,FtrMetronome_Remake_2_0,2_0,1042,NNdNGDxNtfwtsy7Wx,miscellaneous
metronome,https://acnhcdn.com/latest/FtrIcon/FtrMetronome_Remake_3_0.png,Black,NA,NA,NA,No,No,No,NA,1300,325,Black,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,music,None,None,None,Yes,Musical Instrument,Does not play music,No lighting,For sale,FtrMetronome_Remake_3_0,3_0,1042,7JaPzzKuyubzF5u5j,miscellaneous
metronome,https://acnhcdn.com/latest/FtrIcon/FtrMetronome_Remake_4_0.png,Brown,NA,NA,NA,No,No,No,NA,1300,325,Brown,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,music,None,None,None,Yes,Musical Instrument,Does not play music,No lighting,For sale,FtrMetronome_Remake_4_0,4_0,1042,r49zR8igZmhGWfbM3,miscellaneous
microscope,https://acnhcdn.com/latest/FtrIcon/FtrMicroscope_Remake_0_0.png,White,NA,NA,NA,No,No,No,NA,3100,775,White,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,school,facility,None,None,No,Hospital,Does not play music,No lighting,For sale,FtrMicroscope_Remake_0_0,0_0,1319,2bh4eZPcmFcDbuboB,miscellaneous
microscope,https://acnhcdn.com/latest/FtrIcon/FtrMicroscope_Remake_1_0.png,Silver,NA,NA,NA,No,No,No,NA,3100,775,Gray,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,school,facility,None,None,No,Hospital,Does not play music,No lighting,For sale,FtrMicroscope_Remake_1_0,1_0,1319,KuQEi8KfN9NC9u7ri,miscellaneous
microscope,https://acnhcdn.com/latest/FtrIcon/FtrMicroscope_Remake_2_0.png,Black,NA,NA,NA,No,No,No,NA,3100,775,Black,Gray,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,school,facility,None,None,No,Hospital,Does not play music,No lighting,For sale,FtrMicroscope_Remake_2_0,2_0,1319,xBWBSrc4Gfuxbhtnm,miscellaneous
microwave,https://acnhcdn.com/latest/FtrIcon/FtrMicrowave_Remake_0_0.png,White,NA,NA,NA,No,No,No,NA,3000,750,White,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,Yes,Kitchen Things,Does not play music,No lighting,For sale,FtrMicrowave_Remake_0_0,0_0,1043,DxKFu9TWtR7LEPqri,miscellaneous
microwave,https://acnhcdn.com/latest/FtrIcon/FtrMicrowave_Remake_1_0.png,Black,NA,NA,NA,No,No,No,NA,3000,750,Black,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,Yes,Kitchen Things,Does not play music,No lighting,For sale,FtrMicrowave_Remake_1_0,1_0,1043,xvQCy7v62sK5vEDLg,miscellaneous
microwave,https://acnhcdn.com/latest/FtrIcon/FtrMicrowave_Remake_2_0.png,Red,NA,NA,NA,No,No,No,NA,3000,750,Red,Red,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,Yes,Kitchen Things,Does not play music,No lighting,For sale,FtrMicrowave_Remake_2_0,2_0,1043,YYah8Ptsgaa6D6uAb,miscellaneous
microwave,https://acnhcdn.com/latest/FtrIcon/FtrMicrowave_Remake_3_0.png,Green,NA,NA,NA,No,No,No,NA,3000,750,Green,Green,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,Yes,Kitchen Things,Does not play music,No lighting,For sale,FtrMicrowave_Remake_3_0,3_0,1043,puchZntzSHe9Zr3Sd,miscellaneous
migratory locust model,https://acnhcdn.com/latest/FtrIcon/FtrInsectTonosamabattaToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,1800,Green,Green,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,Does not play music,No lighting,Not for sale,FtrInsectTonosamabattaToy,NA,7103,gMiihmJngqunEKW86,miscellaneous
mini-cactus set,https://acnhcdn.com/latest/FtrIcon/FtrCactusesMini.png,NA,NA,NA,NA,No,No,No,NA,400,100,Green,Brown,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,No,Plants,Does not play music,No lighting,For sale,FtrCactusesMini,NA,4123,8b5wuQtiQcBd8uxsa,miscellaneous
mitten crab model,https://acnhcdn.com/latest/FtrIcon/FtrFishSyanhaiganiToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,6000,Black,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,Does not play music,No lighting,Not for sale,FtrFishSyanhaiganiToy,NA,7019,cTAZtg8MzbFFbEHFN,miscellaneous
mixer,https://acnhcdn.com/latest/FtrIcon/FtrMixer_Remake_0_0.png,Tomatoes,NA,NA,NA,No,No,No,NA,1400,350,White,Red,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,None,None,None,Yes,Kitchen Things,Does not play music,No lighting,For sale,FtrMixer_Remake_0_0,0_0,1050,ynbwa4cYLx3HDvyx7,miscellaneous
mixer,https://acnhcdn.com/latest/FtrIcon/FtrMixer_Remake_1_0.png,Green smoothie,NA,NA,NA,No,No,No,NA,1400,350,Black,Green,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,None,None,None,Yes,Kitchen Things,Does not play music,No lighting,For sale,FtrMixer_Remake_1_0,1_0,1050,besqQdHZJv2QkguWA,miscellaneous
mixer,https://acnhcdn.com/latest/FtrIcon/FtrMixer_Remake_2_0.png,Carrots,NA,NA,NA,No,No,No,NA,1400,350,Gray,Orange,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,None,None,None,Yes,Kitchen Things,Does not play music,No lighting,For sale,FtrMixer_Remake_2_0,2_0,1050,KD4AWsSniLR67P5sn,miscellaneous
mixer,https://acnhcdn.com/latest/FtrIcon/FtrMixer_Remake_3_0.png,Oranges,NA,NA,NA,No,No,No,NA,1400,350,Orange,Orange,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,None,None,None,Yes,Kitchen Things,Does not play music,No lighting,For sale,FtrMixer_Remake_3_0,3_0,1050,FuZSto5FtpvTJDksE,miscellaneous
mixer,https://acnhcdn.com/latest/FtrIcon/FtrMixer_Remake_4_0.png,Blueberries,NA,NA,NA,No,No,No,NA,1400,350,Green,Purple,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,None,None,None,Yes,Kitchen Things,Does not play music,No lighting,For sale,FtrMixer_Remake_4_0,4_0,1050,yQzhKzgsNpmgCLy6u,miscellaneous
mixer,https://acnhcdn.com/latest/FtrIcon/FtrMixer_Remake_5_0.png,Bananas,NA,NA,NA,No,No,No,NA,1400,350,Yellow,Yellow,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,None,None,None,Yes,Kitchen Things,Does not play music,No lighting,For sale,FtrMixer_Remake_5_0,5_0,1050,e8wF3FuLxR5LKRqTo,miscellaneous
mixer,https://acnhcdn.com/latest/FtrIcon/FtrMixer_Remake_6_0.png,Strawberries,NA,NA,NA,No,No,No,NA,1400,350,Pink,Pink,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,None,None,None,Yes,Kitchen Things,Does not play music,No lighting,For sale,FtrMixer_Remake_6_0,6_0,1050,Em56xYRxtAZF2w8mX,miscellaneous
mixer,https://acnhcdn.com/latest/FtrIcon/FtrMixer_Remake_7_0.png,Kiwifruit,NA,NA,NA,No,No,No,NA,1400,350,Light blue,Green,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,None,None,None,Yes,Kitchen Things,Does not play music,No lighting,For sale,FtrMixer_Remake_7_0,7_0,1050,TEDvYqvNyt6GJQW9B,miscellaneous
miyama stag model,https://acnhcdn.com/latest/FtrIcon/FtrInsectMiyamakuwagataToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,3000,Black,Black,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,Does not play music,No lighting,Not for sale,FtrInsectMiyamakuwagataToy,NA,7083,CH4hXPpAP3bXWcPEH,miscellaneous
modeling clay,https://acnhcdn.com/latest/FtrIcon/FtrClaytoy_Remake_0_0.png,Beginning stages,Creation,NA,NA,Yes,Yes,No,1,NFS,400,Light blue,Gray,1x1,Crafting,,1.0.0,school,child's room,None,None,No,Toy,Does not play music,No lighting,Not for sale,FtrClaytoy_Remake_0_0,0_0,7258,c9StuHHdFeaEvNx7v,miscellaneous
modeling clay,https://acnhcdn.com/latest/FtrIcon/FtrClaytoy_Remake_1_0.png,Dinosaur,Creation,NA,NA,Yes,Yes,No,1,NFS,400,Light blue,Gray,1x1,Crafting,,1.0.0,school,child's room,None,None,No,Toy,Does not play music,No lighting,Not for sale,FtrClaytoy_Remake_1_0,1_0,7258,FC66CbJZ6sGhmd2Zw,miscellaneous
modeling clay,https://acnhcdn.com/latest/FtrIcon/FtrClaytoy_Remake_2_0.png,Cake,Creation,NA,NA,Yes,Yes,No,1,NFS,400,Yellow,Gray,1x1,Crafting,,1.0.0,school,child's room,None,None,No,Toy,Does not play music,No lighting,Not for sale,FtrClaytoy_Remake_2_0,2_0,7258,TquhR2AAz4NG7S8xJ,miscellaneous
modeling clay,https://acnhcdn.com/latest/FtrIcon/FtrClaytoy_Remake_3_0.png,Colorful dinosaur,Creation,NA,NA,Yes,Yes,No,1,NFS,400,Green,Light blue,1x1,Crafting,,1.0.0,school,child's room,None,None,No,Toy,Does not play music,No lighting,Not for sale,FtrClaytoy_Remake_3_0,3_0,7258,jGpauzsYFogScKq9a,miscellaneous
modeling clay,https://acnhcdn.com/latest/FtrIcon/FtrClaytoy_Remake_4_0.png,Colorful cake,Creation,NA,NA,Yes,Yes,No,1,NFS,400,Pink,Colorful,1x1,Crafting,,1.0.0,school,child's room,None,None,No,Toy,Does not play music,No lighting,Not for sale,FtrClaytoy_Remake_4_0,4_0,7258,qSpEuZ6saC9GWcJrX,miscellaneous
modeling clay,https://acnhcdn.com/latest/FtrIcon/FtrClaytoy_Remake_5_0.png,Clay dinosaur,Creation,NA,NA,Yes,Yes,No,1,NFS,400,Beige,Brown,1x1,Crafting,,1.0.0,school,child's room,None,None,No,Toy,Does not play music,No lighting,Not for sale,FtrClaytoy_Remake_5_0,5_0,7258,DwtZZENfBRnSCiXYQ,miscellaneous
modeling clay,https://acnhcdn.com/latest/FtrIcon/FtrClaytoy_Remake_6_0.png,Clay cake,Creation,NA,NA,Yes,Yes,No,1,NFS,400,Beige,Brown,1x1,Crafting,,1.0.0,school,child's room,None,None,No,Toy,Does not play music,No lighting,Not for sale,FtrClaytoy_Remake_6_0,6_0,7258,v3K2dKwSwB6Ly2JJh,miscellaneous
mole cricket model,https://acnhcdn.com/latest/FtrIcon/FtrInsectOkeraToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,1500,Brown,Brown,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,Does not play music,No lighting,Not for sale,FtrInsectOkeraToy,NA,7089,KFzaKycxuL8n3qTBv,miscellaneous
Mom's candle set,https://acnhcdn.com/latest/FtrIcon/FtrMomCandle_Remake_0_0.png,Cubes,Design,NA,NA,No,Yes,No,1,NFS,88,Colorful,Colorful,1x1,Mom,,1.0.0,living room,fancy,motherly,None,Yes,Lamp,Does not play music,Candle,Not for sale,FtrMomCandle_Remake_0_0,0_0,7143,FYgk8cTo2QgJXfho8,miscellaneous
Mom's candle set,https://acnhcdn.com/latest/FtrIcon/FtrMomCandle_Remake_1_0.png,Elegant flowers,Design,NA,NA,No,Yes,No,1,NFS,88,White,Colorful,1x1,Mom,,1.0.0,living room,fancy,motherly,None,Yes,Lamp,Does not play music,Candle,Not for sale,FtrMomCandle_Remake_1_0,1_0,7143,rhbZpNiqSxQFYFjET,miscellaneous
Mom's candle set,https://acnhcdn.com/latest/FtrIcon/FtrMomCandle_Remake_2_0.png,Chic flowers,Design,NA,NA,No,Yes,No,1,NFS,88,White,Beige,1x1,Mom,,1.0.0,living room,fancy,motherly,None,Yes,Lamp,Does not play music,Candle,Not for sale,FtrMomCandle_Remake_2_0,2_0,7143,qniYFuKddXD6qMWsE,miscellaneous
Mom's candle set,https://acnhcdn.com/latest/FtrIcon/FtrMomCandle_Remake_3_0.png,Pastel,Design,NA,NA,No,Yes,No,1,NFS,88,White,Colorful,1x1,Mom,,1.0.0,living room,fancy,motherly,None,Yes,Lamp,Does not play music,Candle,Not for sale,FtrMomCandle_Remake_3_0,3_0,7143,N62JB95oqQ3DH4vKJ,miscellaneous
Mom's candle set,https://acnhcdn.com/latest/FtrIcon/FtrMomCandle_Remake_4_0.png,Fairy tale,Design,NA,NA,No,Yes,No,1,NFS,88,Red,Purple,1x1,Mom,,1.0.0,living room,fancy,motherly,None,Yes,Lamp,Does not play music,Candle,Not for sale,FtrMomCandle_Remake_4_0,4_0,7143,5NquKTRtH2xXXfQtX,miscellaneous
Mom's candle set,https://acnhcdn.com/latest/FtrIcon/FtrMomCandle_Remake_5_0.png,Marine,Design,NA,NA,No,Yes,No,1,NFS,88,Light blue,Green,1x1,Mom,,1.0.0,living room,fancy,motherly,None,Yes,Lamp,Does not play music,Candle,Not for sale,FtrMomCandle_Remake_5_0,5_0,7143,xSpi7hrajjPkmapq6,miscellaneous
Mom's cushion,https://acnhcdn.com/latest/FtrIcon/FtrMomCushion_Remake_0_0.png,Red with hearts,Cover pattern,NA,NA,No,Yes,No,1,NFS,88,Colorful,Red,1x1,Mom,,1.0.0,living room,fancy,motherly,None,Yes,Chair,Does not play music,No lighting,Not for sale,FtrMomCushion_Remake_0_0,0_0,7144,hvNQrR4uTyCMxxJpK,miscellaneous
Mom's cushion,https://acnhcdn.com/latest/FtrIcon/FtrMomCushion_Remake_1_0.png,Blue with flowers,Cover pattern,NA,NA,No,Yes,No,1,NFS,88,Colorful,Blue,1x1,Mom,,1.0.0,living room,fancy,motherly,None,Yes,Chair,Does not play music,No lighting,Not for sale,FtrMomCushion_Remake_1_0,1_0,7144,krf4iwGJGHr2NKPFb,miscellaneous
Mom's cushion,https://acnhcdn.com/latest/FtrIcon/FtrMomCushion_Remake_2_0.png,Colorful quilt,Cover pattern,NA,NA,No,Yes,No,1,NFS,88,Colorful,Green,1x1,Mom,,1.0.0,living room,fancy,motherly,None,Yes,Chair,Does not play music,No lighting,Not for sale,FtrMomCushion_Remake_2_0,2_0,7144,dbGxvTYFYm6ZnN5wm,miscellaneous
Mom's cushion,https://acnhcdn.com/latest/FtrIcon/FtrMomCushion_Remake_3_0.png,Pop flowers,Cover pattern,NA,NA,No,Yes,No,1,NFS,88,Colorful,Pink,1x1,Mom,,1.0.0,living room,fancy,motherly,None,Yes,Chair,Does not play music,No lighting,Not for sale,FtrMomCushion_Remake_3_0,3_0,7144,RK5hrNcDzDrc4eomb,miscellaneous
Mom's cushion,https://acnhcdn.com/latest/FtrIcon/FtrMomCushion_Remake_4_0.png,Animal,Cover pattern,NA,NA,No,Yes,No,1,NFS,88,Colorful,Blue,1x1,Mom,,1.0.0,living room,fancy,motherly,None,Yes,Chair,Does not play music,No lighting,Not for sale,FtrMomCushion_Remake_4_0,4_0,7144,LNWqJXXBa9axzg7xY,miscellaneous
Mom's cushion,https://acnhcdn.com/latest/FtrIcon/FtrMomCushion_Remake_5_0.png,Denim,Cover pattern,NA,NA,No,Yes,No,1,NFS,88,Colorful,Blue,1x1,Mom,,1.0.0,living room,fancy,motherly,None,Yes,Chair,Does not play music,No lighting,Not for sale,FtrMomCushion_Remake_5_0,5_0,7144,NoTd7XXCGpHjwqnx7,miscellaneous
Mom's homemade cake,https://acnhcdn.com/latest/FtrIcon/FtrMomCake_Remake_0_0.png,Cat,Decorations,NA,NA,No,Yes,No,1,NFS,88,Colorful,White,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Dining,Does not play music,No lighting,Not for sale,FtrMomCake_Remake_0_0,0_0,7146,hN6x7ohRpi7ZYJJvX,miscellaneous
Mom's homemade cake,https://acnhcdn.com/latest/FtrIcon/FtrMomCake_Remake_1_0.png,Strawberry & flowers,Decorations,NA,NA,No,Yes,No,1,NFS,88,Red,White,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Dining,Does not play music,No lighting,Not for sale,FtrMomCake_Remake_1_0,1_0,7146,uaEGpeTAHJXE64HZi,miscellaneous
Mom's homemade cake,https://acnhcdn.com/latest/FtrIcon/FtrMomCake_Remake_2_0.png,Carrot,Decorations,NA,NA,No,Yes,No,1,NFS,88,Colorful,White,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Dining,Does not play music,No lighting,Not for sale,FtrMomCake_Remake_2_0,2_0,7146,y67sM38knQMui77sR,miscellaneous
Mom's homemade cake,https://acnhcdn.com/latest/FtrIcon/FtrMomCake_Remake_3_0.png,Dog,Decorations,NA,NA,No,Yes,No,1,NFS,88,White,Pink,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Dining,Does not play music,No lighting,Not for sale,FtrMomCake_Remake_3_0,3_0,7146,CANpPgd8d9xLdu4Mg,miscellaneous
Mom's homemade cake,https://acnhcdn.com/latest/FtrIcon/FtrMomCake_Remake_4_0.png,Bird,Decorations,NA,NA,No,Yes,No,1,NFS,88,Colorful,Blue,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Dining,Does not play music,No lighting,Not for sale,FtrMomCake_Remake_4_0,4_0,7146,oYiTHnbqEbtGHyMfJ,miscellaneous
Mom's homemade cake,https://acnhcdn.com/latest/FtrIcon/FtrMomCake_Remake_5_0.png,Chocolate,Decorations,NA,NA,No,Yes,No,1,NFS,88,Brown,Black,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Dining,Does not play music,No lighting,Not for sale,FtrMomCake_Remake_5_0,5_0,7146,x3rXhNoAGPxrjwbbr,miscellaneous
Mom's pen stand,https://acnhcdn.com/latest/FtrIcon/FtrMomPenstand_Remake_0_0.png,Striped house,Design,NA,NA,No,Yes,No,1,NFS,88,Colorful,Red,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Study,Does not play music,No lighting,Not for sale,FtrMomPenstand_Remake_0_0,0_0,7141,CcbzpqjBYkvMaboWP,miscellaneous
Mom's pen stand,https://acnhcdn.com/latest/FtrIcon/FtrMomPenstand_Remake_1_0.png,Stone house,Design,NA,NA,No,Yes,No,1,NFS,88,Colorful,Orange,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Study,Does not play music,No lighting,Not for sale,FtrMomPenstand_Remake_1_0,1_0,7141,KpygYwh8xcdKjDMFq,miscellaneous
Mom's pen stand,https://acnhcdn.com/latest/FtrIcon/FtrMomPenstand_Remake_2_0.png,Brick house,Design,NA,NA,No,Yes,No,1,NFS,88,Colorful,Brown,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Study,Does not play music,No lighting,Not for sale,FtrMomPenstand_Remake_2_0,2_0,7141,4bfxS83B4noPrgngu,miscellaneous
Mom's pen stand,https://acnhcdn.com/latest/FtrIcon/FtrMomPenstand_Remake_3_0.png,Fairy-tale house,Design,NA,NA,No,Yes,No,1,NFS,88,Colorful,Pink,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Study,Does not play music,No lighting,Not for sale,FtrMomPenstand_Remake_3_0,3_0,7141,DvprpbSzz4dncfjts,miscellaneous
Mom's pen stand,https://acnhcdn.com/latest/FtrIcon/FtrMomPenstand_Remake_4_0.png,Simple house,Design,NA,NA,No,Yes,No,1,NFS,88,Colorful,Orange,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Study,Does not play music,No lighting,Not for sale,FtrMomPenstand_Remake_4_0,4_0,7141,Lgzgxrb3ALYqJZbni,miscellaneous
Mom's pen stand,https://acnhcdn.com/latest/FtrIcon/FtrMomPenstand_Remake_5_0.png,Wood house,Design,NA,NA,No,Yes,No,1,NFS,88,Beige,Brown,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Study,Does not play music,No lighting,Not for sale,FtrMomPenstand_Remake_5_0,5_0,7141,3FFsbxLPsNrn5kioR,miscellaneous
Mom's plushie,https://acnhcdn.com/latest/FtrIcon/FtrMomDoll_Remake_0_0.png,Bedford,Name,NA,NA,No,Yes,No,1,NFS,88,White,Green,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Toy,Does not play music,No lighting,Not for sale,FtrMomDoll_Remake_0_0,0_0,7147,d8cB4dRLidKddc2hs,miscellaneous
Mom's plushie,https://acnhcdn.com/latest/FtrIcon/FtrMomDoll_Remake_1_0.png,Dot,Name,NA,NA,No,Yes,No,1,NFS,88,Gray,Yellow,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Toy,Does not play music,No lighting,Not for sale,FtrMomDoll_Remake_1_0,1_0,7147,DKas9PsDztwD7LGPC,miscellaneous
Mom's plushie,https://acnhcdn.com/latest/FtrIcon/FtrMomDoll_Remake_2_0.png,Puppers,Name,NA,NA,No,Yes,No,1,NFS,88,Brown,Orange,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Toy,Does not play music,No lighting,Not for sale,FtrMomDoll_Remake_2_0,2_0,7147,2bSejFcAt6ih9nqAA,miscellaneous
Mom's plushie,https://acnhcdn.com/latest/FtrIcon/FtrMomDoll_Remake_3_0.png,Pippa,Name,NA,NA,No,Yes,No,1,NFS,88,Pink,Yellow,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Toy,Does not play music,No lighting,Not for sale,FtrMomDoll_Remake_3_0,3_0,7147,WbPLpDymxrwrgywoT,miscellaneous
Mom's plushie,https://acnhcdn.com/latest/FtrIcon/FtrMomDoll_Remake_4_0.png,Gertie,Name,NA,NA,No,Yes,No,1,NFS,88,Green,Yellow,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Toy,Does not play music,No lighting,Not for sale,FtrMomDoll_Remake_4_0,4_0,7147,RRxowHFdXcDopP2Gy,miscellaneous
Mom's plushie,https://acnhcdn.com/latest/FtrIcon/FtrMomDoll_Remake_5_0.png,Roary,Name,NA,NA,No,Yes,No,1,NFS,88,Blue,Colorful,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Toy,Does not play music,No lighting,Not for sale,FtrMomDoll_Remake_5_0,5_0,7147,iDxnL9nbqtetGrCbW,miscellaneous
Mom's tea cozy,https://acnhcdn.com/latest/FtrIcon/FtrMomPot_Remake_0_0.png,Patterned,Design,NA,NA,No,Yes,No,1,NFS,88,Colorful,Red,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Dining,Does not play music,No lighting,Not for sale,FtrMomPot_Remake_0_0,0_0,7138,GmXbMhreGMSzgRMLj,miscellaneous
Mom's tea cozy,https://acnhcdn.com/latest/FtrIcon/FtrMomPot_Remake_1_0.png,Green & white,Design,NA,NA,No,Yes,No,1,NFS,88,Green,White,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Dining,Does not play music,No lighting,Not for sale,FtrMomPot_Remake_1_0,1_0,7138,4Zv9eQdMko55n3jWC,miscellaneous
Mom's tea cozy,https://acnhcdn.com/latest/FtrIcon/FtrMomPot_Remake_2_0.png,Floral,Design,NA,NA,No,Yes,No,1,NFS,88,Colorful,Yellow,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Dining,Does not play music,No lighting,Not for sale,FtrMomPot_Remake_2_0,2_0,7138,T47oasfRkgFwqxyhb,miscellaneous
Mom's tea cozy,https://acnhcdn.com/latest/FtrIcon/FtrMomPot_Remake_3_0.png,Pink,Design,NA,NA,No,Yes,No,1,NFS,88,Colorful,Pink,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Dining,Does not play music,No lighting,Not for sale,FtrMomPot_Remake_3_0,3_0,7138,FZT2mzrn83Bw6MoFS,miscellaneous
