Name,Image,DIY,Buy,Sell,Source,Source Notes,Tag,Version,Filename,Internal ID,Unique Entry ID,category
yellow mums,https://acnhcdn.com/acdb/other/FlwMumYellow.png,,NFS,40,Picking flowers,,Plants,1.0.0,FlwMumYellow,3758,5RAPmcCnKxJuTxsD5,other
yellow pansies,https://acnhcdn.com/acdb/other/FlwPansyYellow.png,,NFS,40,Picking flowers,,Plants,1.0.0,FlwPansyYellow,2915,s5oZ3HMatfcyLFmb7,other
yellow roses,https://acnhcdn.com/acdb/other/FlwRoseYellow.png,,NFS,40,Picking flowers,,Plants,1.0.0,FlwRoseYellow,2939,sfweQbaT8mzKykjhk,other
yellow tulips,https://acnhcdn.com/acdb/other/FlwTulipYellow.png,,NFS,40,Picking flowers,,Plants,1.0.0,FlwTulipYellow,2887,PdZJXzmx5y6JSLrRD,other
yellow wrapping paper,https://acnhcdn.com/acdb/other/WPaperYellow.png,,160,40,Nook's Cranny,,NA,1.0.0,WPaperYellow,7683,DP6esJYrS7WodmWe2,other
yellow-cosmos bag,https://acnhcdn.com/acdb/other/SeedCosmosYellow.png,,240,60,Nook's Cranny,,Plants,1.0.0,SeedCosmosYellow,2864,uP5p9469CWwJMRTpW,other
yellow-cosmos plant,https://acnhcdn.com/acdb/other/PltCosmos2.png,,NFS,40,Seed bag,,Plants,1.0.0,PltCosmosYellow3,3828,Bh4zXHCea4eaSgmz9,other
yellow-hibiscus bush,https://acnhcdn.com/latest/MenuIcon/PltHibiscusYellow.png,No,560,140,,,NA,1.2.0,PltHibiscusYellow2,3792,Kb6qYCTJwjNX46xok,other
yellow-hibiscus nursery,https://acnhcdn.com/latest/MenuIcon/PltHibiscusYellow.png,No,280,70,,,NA,1.2.0,PltHibiscusYellow0,12751,DShJMzBnrS7Sd7mdv,other
yellow-hibiscus start,https://acnhcdn.com/latest/ShopPlant/SeedHibiscusYellow.png,No,280,70,,,NA,1.2.0,SeedHibiscusYellow,3790,ZuDtvHRzubPByTeRG,other
yellow-hyacinth bag,https://acnhcdn.com/acdb/other/SeedHyacinthYellow.png,,240,60,Nook's Cranny,,Plants,1.0.0,SeedHyacinthYellow,3735,5yZ7783u3awJuzvtj,other
yellow-hyacinth plant,https://acnhcdn.com/acdb/other/PltHyacinth1.png,,NFS,40,Seed bag,,Plants,1.0.0,PltHyacinthYellow3,3912,TZCvMPvktNmFAFKvP,other
yellow-lily bag,https://acnhcdn.com/acdb/other/SeedYuriYellow.png,,240,60,Nook's Cranny,,Plants,1.0.0,SeedYuriYellow,2988,gQ8rvpd52GD6oPZEB,other
yellow-lily plant,https://acnhcdn.com/acdb/other/PltYuri1.png,,NFS,40,Seed bag,,Plants,1.0.0,PltYuriYellow3,3890,JmyYGEqKsuXG7YJmx,other
yellow-mum bag,https://acnhcdn.com/acdb/other/SeedMumYellow.png,,240,60,Nook's Cranny,,Plants,1.0.0,SeedMumYellow,3759,PcvPGssP7xWcncSu8,other
yellow-mum plant,https://acnhcdn.com/acdb/other/PltMum1.png,,NFS,40,Seed bag,,Plants,1.0.0,PltMumYellow3,3926,R7rBdJkoAh4Ss5fc7,other
yellow-pansy bag,https://acnhcdn.com/acdb/other/SeedPansyYellow.png,,240,60,Nook's Cranny,,Plants,1.0.0,SeedPansyYellow,2916,65A93Q3TDrr2TXe7r,other
yellow-pansy plant,https://acnhcdn.com/acdb/other/PltPansi1.png,,NFS,40,Seed bag,,Plants,1.0.0,PltPansyYellow3,3854,4DaoN5DPRbz3LuGPH,other
yellow-rose bag,https://acnhcdn.com/acdb/other/SeedRoseYellow.png,,240,60,Nook's Cranny,,Plants,1.0.0,SeedRoseYellow,2940,BE6hakXFRTg2qdcPT,other
yellow-rose plant,https://acnhcdn.com/acdb/other/PltRose2.png,,NFS,40,Seed bag,,Plants,1.0.0,PltRoseYellow3,3866,zukyGsru7LprL3Nn3,other
yellow-tea-olive bush,https://acnhcdn.com/latest/MenuIcon/PltBushOsmathusYellow.png,No,560,140,,,NA,1.2.0,PltBushOsmathusYellow2,12478,79ausqrAiPDZqBB7Q,other
yellow-tea-olive nursery,https://acnhcdn.com/latest/MenuIcon/PltBushOsmathusYellow.png,No,280,70,,,NA,1.2.0,PltBushOsmathusYellow0,12753,9FTtowZKFNMnSnsyk,other
yellow-tea-olive start,https://acnhcdn.com/latest/ShopPlant/SeedBushOsmathusYellow.png,No,280,70,,,NA,1.2.0,SeedBushOsmathusYellow,12476,u9zmBcFHEqkM47dmk,other
yellow-tulip bag,https://acnhcdn.com/acdb/other/SeedTulipYellow.png,,240,60,Nook's Cranny,,Plants,1.0.0,SeedTulipYellow,2888,dK3ZtSLJjdTpT5fxq,other
yellow-tulip plant,https://acnhcdn.com/acdb/other/PltTurip2.png,,NFS,40,Seed bag,,Plants,1.0.0,PltTulipYellow3,3840,YuRZQh2wgkDnLLK55,other
young blue hydrangea,https://acnhcdn.com/latest/MenuIcon/PltHydrangeaBlue.png,No,420,105,,,NA,1.2.0,PltHydrangeaBlue1,3799,pAJKQx6Mk9hvfzf6Q,other
young holly,https://acnhcdn.com/latest/MenuIcon/PltHolly.png,No,420,105,,,NA,1.2.0,PltHolly1,3026,LRZFgyh733WSifFpA,other
young orange tea olive,https://acnhcdn.com/latest/MenuIcon/PltBushOsmathusOrange.png,No,420,105,,,NA,1.2.0,PltBushOsmathusOrange1,12481,nhwo3GqxRh24LkKp2,other
young pink azalea,https://acnhcdn.com/latest/MenuIcon/PltAzaleaPink.png,No,420,105,,,NA,1.2.0,PltAzaleaPink1,3787,zWfXh4fQhA3eLkRhh,other
young pink camellia,https://acnhcdn.com/latest/MenuIcon/PltBushCamelliaPink.png,No,420,105,,,NA,1.2.0,PltBushCamelliaPink1,12491,Mr5dT9enE9E9abQB8,other
young pink hydrangea,https://acnhcdn.com/latest/MenuIcon/PltHydrangeaPink.png,No,420,105,,,NA,1.2.0,PltHydrangeaPink1,3795,J2XWxQvzyQ8svq2Nk,other
young red camellia,https://acnhcdn.com/latest/MenuIcon/PltBushCamelliaRed.png,No,420,105,,,NA,1.2.0,PltBushCamelliaRed1,12488,WyeEuSLKN644gJH2z,other
young red hibiscus,https://acnhcdn.com/latest/MenuIcon/PltHibiscusRed.png,No,420,105,,,NA,1.2.0,PltHibiscusRed1,3021,Zr6hN22TvjqPT2Tfr,other
young spring bamboo,https://acnhcdn.com/acdb/other/DIYBambooSpring.png,,NFS,200,Chopping a bamboo tree (Spring),,NA,1.0.0,DIYBambooSpring,5729,rMwLLdMSqxg3w5gLx,other
young white azalea,https://acnhcdn.com/latest/MenuIcon/PltAzaleaWhite.png,No,420,105,,,NA,1.2.0,PltAzaleaWhite1,2860,t7FsLxZzZ9mHSppL7,other
young yellow hibiscus,https://acnhcdn.com/latest/MenuIcon/PltHibiscusYellow.png,No,420,105,,,NA,1.2.0,PltHibiscusYellow1,3791,TWiBkrG8hjyQyvimE,other
young yellow tea olive,https://acnhcdn.com/latest/MenuIcon/PltBushOsmathusYellow.png,No,420,105,,,NA,1.2.0,PltBushOsmathusYellow1,12477,SD8BcLrikLWWZYhYm,other
